"artifactNumber","ObjectName","GeneralDescription","model","SerialNumber","Manufacturer","ManuCountry","ManuProvince","ManuCity","BeginDate","EndDate","date_qualifier","patent","NumberOfComponents","ArtifactFinish","ContextCanada","ContextFunction","ContextTechnical","group1","category1","subcategory1","group2","category2","subcategory2","group3","category3","subcategory3","material","Length","Width","Height","Thickness","Weight","Diameter","image","thumbnail"
"1966.0121.001","Wing section model","METAL","ZEPPELIN-STAAKEN E.4250","","Unknown","England","","","1967","","before","","1","PAINTED SILVER","","TO DISPLAY AN INTERIOR SECTION OF WING TO SHOW STRUCTURE DESIGN","","Aviation","Models","","","","","","","","metal","","","","","","","http://source.techno-science.ca/artifacts-artefacts/images/1966.0121.001.aa.cs.png","http://source.techno-science.ca/artifacts-artefacts/images/1966.0121.001.aa.cs.thumb.png"
"1966.0122.001","Wing section model","WOOD~ VENEER","FOKKER SUPER UNIVERSAL","","Unknown","England","","","1967","","before","","1","UNFINISHED WOOD","","TO DISPLAY AN INTERIOR SECTION OF WING TO SHOW STRUCTURE DESIGN","","Aviation","Models","","","","","","","","wood","","","","","","","http://source.techno-science.ca/artifacts-artefacts/images/1966.0122.001.aa.cs.png","http://source.techno-science.ca/artifacts-artefacts/images/1966.0122.001.aa.cs.thumb.png"
"1966.0123.001","Wing structure model","FIBRE COVER, METAL INTERIOR","BRISTOL BULLDOG","","Unknown","England","","","1966","","before","","1","WING SECTION FINISHED GREY","","TO DISPLAY AN INTERIOR SECTION OF WING TO SHOW STRUCTURE DESIGN","","Aviation","Models","","","","","","","","fibre~metal","","","","","","","http://source.techno-science.ca/artifacts-artefacts/images/1966.0123.001.aa.cs.png","http://source.techno-science.ca/artifacts-artefacts/images/1966.0123.001.aa.cs.thumb.png"
"1966.0124.001","Wing structure model","METAL INSIDE STRUCTURE, APPEARS TO BE PLASTIC SHELL","AVRO LANCASTER","","Unknown","England","","","1966","","before","","1","OUTSIDE SHELL DARK GREY, INSIDE STRUCTURE LIGHT GREEN","","TO DISPLAY AN INTERIOR SECTION OF WING TO SHOW STRUCTURE DESIGN.","","Aviation","Models","","","","","","","","metal->~synthetic->plastic","","","","","","","http://source.techno-science.ca/artifacts-artefacts/images/1966.0124.001.aa.cs.png","http://source.techno-science.ca/artifacts-artefacts/images/1966.0124.001.aa.cs.thumb.png"
"1966.0125.001","Landing gear model","METAL~ PLASTIC & RUBBER","AVRO CANADA CF-105 ARROW","","Unknown","England","","","1958","1966","between","","1","OUTSIDE OF WING WHITE, INSIDE LIGHT GREEN/ HYDRAULICS & SHAFTS UNFINISHED METAL, GREY IN COLOUR/ TIRES BLACK, HUBS SILVER","","TO DISPLAY RETRACTION OF LANDING GEAR INTO WING DURING FLIGHT","","Aviation","Models","","","","","","","","metal->~synthetic->plastic~resin->rubber","","","","","","","http://source.techno-science.ca/artifacts-artefacts/images/1966.0125.001.aa.cs.png","http://source.techno-science.ca/artifacts-artefacts/images/1966.0125.001.aa.cs.thumb.png"
"1966.0126.001","Landing gear model","","CHANCE VOUGHT F4U-1 CORSAIR","","Unknown","England","","","1966","","before","","1","OUTSIDE COVER, TOP DARK, GREY, UNDERSIDE LIGHT BLUE/ LANDING GEAR CHROME COLOURED/ TIRE BLACK, HUB CHROME/ INSIDE OF WING LIGHT GREEN","","TO DISPLAY RETRACTION OF LANDING GEAR FOR FLIGHT","","Aviation","Models","","","","","","","","","","","","","","","http://source.techno-science.ca/artifacts-artefacts/images/1966.0126.001.aa.cs.png","http://source.techno-science.ca/artifacts-artefacts/images/1966.0126.001.aa.cs.thumb.png"
"1966.0127.001","Landing gear model","","BOEING 247","","Unknown","England","","","1967","","before","","1","OUTSIDE OF WING LIGHT GREY/ LANDING GEAR CHROME COLOURED/ TIRE BLACK, HUB CHROME/ INSIDE OF WING LIGHT GREEN","","TO DISPLAY RETRACTION OF LANDING GEAR FOR FLIGHT","","Aviation","Models","","","","","","","","","","","","","","","http://source.techno-science.ca/artifacts-artefacts/images/1966.0127.001.aa.cs.png","http://source.techno-science.ca/artifacts-artefacts/images/1966.0127.001.aa.cs.thumb.png"
"1966.0128.001","Landing gear model","","DOUGLAS DC-3","","Unknown","England","","","1966","","before","","1","OUTSIDE COVER GREY/ LANDING GEAR CHROME & GREY/ TIRE BLACK, HUB CHROME/ INSIDE OF WING LIGHT GREEN","","TO DISPLAY RETRACTION OF LANDING GEAR FOR FLIGHT","","Aviation","Models","","","","","","","","","","","","","","","http://source.techno-science.ca/artifacts-artefacts/images/1966.0128.001.aa.cs.png","http://source.techno-science.ca/artifacts-artefacts/images/1966.0128.001.aa.cs.thumb.png"
"1966.0129.001","Landing gear model","PLASTIC COVERING, METAL PTS","GRUMMAN G-22 GULFHAWK","","Unknown","England","","","1967","","before","","1","NOSE OF AIRCRAFT RED/ LANDING GEAR UNFINISHED METAL, TIRES BLACK & RIMS CHROME/ PROP. CHROMED","","TO DISPLAY RETRACTION OF LANDING GEAR INTO THE FUSELAGE NEAR THE FRONT OF THE PLANE","","Aviation","Models","","","","","","","","synthetic->plastic~metal","","","","","","","http://source.techno-science.ca/artifacts-artefacts/images/1966.0129.001.aa.cs.png","http://source.techno-science.ca/artifacts-artefacts/images/1966.0129.001.aa.cs.thumb.png"
"1966.0130.001","Wing structure model","METAL","VICKERS-ARMSTRONG SUPER VC10","","Unknown","Unknown","","","","","","","1","FINISHED IN GREY","","TO DISPLAY AN INTERIOR SECTION OF WING TO SHOW STRUCTURE DESIGN.","","Aviation","Models","","","","","","","","metal","","","","","","","http://source.techno-science.ca/artifacts-artefacts/images/1966.0130.001.aa.cs.png","http://source.techno-science.ca/artifacts-artefacts/images/1966.0130.001.aa.cs.thumb.png"
"1966.0131.001","Wing structure model","FIBRE~ SYNTHETIC, PLASTIC","JUNKERS F13","","Unknown","England","","","1967","","before","","1","OUTSIDE SHELL IS GREY, INSIDE STRUCTURE BLACK","","TO DISPLAY AN INTERIOR SECTION OF WING TO SHOW STRUCTURE DESIGN.","","Aviation","Models","","","","","","","","fibre->~synthetic->plastic","","","","","","","http://source.techno-science.ca/artifacts-artefacts/images/1966.0131.001.aa.cs.png","http://source.techno-science.ca/artifacts-artefacts/images/1966.0131.001.aa.cs.thumb.png"
"1966.0132.001","Wing structure model","FIBRE~ WOOD","DE HAVILLAND DH-4","","Unknown","Unknown","","","","","","","1","OUTSIDE SHELL GREEN, INSIDE STRUCTURE WOOD NATURAL","","TO DISPLAY AN INTERIOR SECTION OF WING TO SHOW STRUCTURE DESIGN.","","Aviation","Models","","","","","","","","fibre~wood","","","","","","","http://source.techno-science.ca/artifacts-artefacts/images/1966.0132.001.aa.cs.png","http://source.techno-science.ca/artifacts-artefacts/images/1966.0132.001.aa.cs.thumb.png"
"1966.0133.001","Wing structure model","FIBRE, COTTON~ WOOD~ METAL","WRIGHT FLYER","","Unknown","Unknown","","","","","","","1","OUTSIDE SHELL HAS BEEN PAINTED AN OFF-WHITE COLOUR, INTERIOR WOOD STRUCTURE NATURAL COLOUR","","TO DISPLAY AN INTERIOR SECTION OF WING TO SHOW STRUCTURE DESIGN","","Aviation","Models","","","","","","","","fibre->cotton~wood~metal","","","","","","","http://source.techno-science.ca/artifacts-artefacts/images/1966.0133.001.aa.cs.png","http://source.techno-science.ca/artifacts-artefacts/images/1966.0133.001.aa.cs.thumb.png"
"1966.0134.001","Airplane model","FIBRE~ SYNTHETIC, PLASTIC","LOENING AIR YACHT","","Unknown","England","","","1966","","before","","1","FUSELAGE & WINGS SILVER, COCKPIT & PRINT BLACK~ PROP, NATURAL WOOD GRAIN WITH BRASS EDGE & TIP","","REPRESENTATION OF AN EXISTING AIRPLANE ON A SMALLER SCALE","","Aviation","Models","","","","","","","","fibre->~synthetic->plastic","","","","","","","http://source.techno-science.ca/artifacts-artefacts/images/1966.0134.001.aa.cs.png","http://source.techno-science.ca/artifacts-artefacts/images/1966.0134.001.aa.cs.thumb.png"
"1966.0139.001","Lamp, electric","GLASS/ METAL","","","Unknown","Unknown","","","","","","","1","METAL PAINTED BLACK","","","","Lighting Technology","Lighting devices","Electric","","","","","","","glass~metal","16.5 cm","15.1 cm","29.5 cm","","","","http://source.techno-science.ca/artifacts-artefacts/images/1966.0139.001.aa.cs.png","http://source.techno-science.ca/artifacts-artefacts/images/1966.0139.001.aa.cs.thumb.png"
"1966.0140.001","Switch","METAL FACEPLATE/ BAKELITE SWITCH BUTTONS/ METAL WORKING PARTS (PROBABLY BRASS OR A BRASS ALLOY)/ CERAMIC BASES/ BRASS & STEEL BOLTS","2901","","Banfield","","","","1926","","before","","1","BRASS FINISH ON FACE PLATE/ BLACK SWITCH BUTTONS~ TWO BUTTONS HAVE DISC INSERTS WITH A MOTHER OF PEARL APPEARANCE/ WHITE CERAMIC BASES/ FACE PLATE FINISH I WORN, PARTICULARLY AROUND BUTTON HOLES~ THERE ARE SEVERAL SCRATCHES. LETTERING IN SWITCH BUTTONS IS WORN & ILLEGIBLE. A SPRING MECHANISM IS DETACHED FROM ONE OF THE SWITCHES~ HOWEVER, THERE DOESN'T APPEAR TO BE ANY MISSING PIECES. CERAMIC BASES ARE DIRTY & CHIPPED","","","","Energy-electric","User site","","","","","","","","metal->brass~metal->steel~synthetic->bakelite~ceramic","11.4 cm","11.4 cm","5.4 cm","","","","http://source.techno-science.ca/artifacts-artefacts/images/1966.0140.001.aa.cs.png","http://source.techno-science.ca/artifacts-artefacts/images/1966.0140.001.aa.cs.thumb.png"
"1966.0141.001","Ship model","WOOD BASE, HULL, MASTS, ETC./ METAL GUNS, PARTS/ LINEN SAILS/ ORGANIC CORD & THREAD RIGGING, ROPES ETC./ GLASS? LANTERN","SOVEREIGN OF THE SEAS [?]","","Unknown","Unknown","","","1900","","after","","1","BASE STAINED DARK BROWN & VARNISHED/ BROWN WOOD STRIP HULL/ BLACK PAINTED GUNS, PULLEYS, BARRELS, ETC./ RED PAINTED GUN PART COVERS/ BROWN ROPES & RIGGING","","","An example of an early English warship. This was a type of sailing warship developed out of a desire for a vessel which could hold much artillery and still be a capable (fully-rigged) sailing ship. Its superstructures were reduced considerably from that of the Carrack, and further reduced from that of the Galleon. However, aspects of the Galleon may be seen in this vessel such as the beak, low forecastle and poop rising in steps. The reduction in superstructure reduced its draft and made it easier to handle. However, there were still problems (see below), as the Sovereign was supposedly the largest and most heavily armed vessel built to that date, with 100 guns. The "royals" which were probably set only while the vessel was on parade, were first used on this vessel and hence their name ["Royal Sovereign" after rebuilding in 1659]. It was also the most lavishly decorated with ornamentation designed by Van Dyck, and its stern was round up until about 10 feet above the water line. Before this time, all British as well as other European ships were built with a flat transom.","Marine Transportation","Models","Historical artifact","","","","","","","wood~metal~fibre~glass","125.0 cm","38.5 cm","105.5 cm","","","","http://source.techno-science.ca/artifacts-artefacts/images/1966.0141.001.aa.cs.png","http://source.techno-science.ca/artifacts-artefacts/images/1966.0141.001.aa.cs.thumb.png"
"1966.0142.001","Earphone","FERROUS & NON-FERROUS METAL/ SYNTHETIC EAR CUSHION & HEADBAND COVERING/ WOVEN FABRIC CORD COVERING","ACME","","Trimm Inc.","United States of America","Illinois","Libertyville","1920","1940","between","","1","PLATED METAL/ BLACK SYNTHETIC/ BLACK FABRIC","","","","Communications","Radio","Radio auxiliary equipment","","","","","","","metal~synthetic~fibre","18.5 cm","13.3 cm","4.4 cm","","","","http://source.techno-science.ca/artifacts-artefacts/images/1966.0142.001.aa.cs.png","http://source.techno-science.ca/artifacts-artefacts/images/1966.0142.001.aa.cs.thumb.png"
"1966.0143.001","Print","PAPER/ INKS/ PLASTICIZED COATING","","","Unknown","Unknown","","","","","","","2","","","","","Astronomy","Commemorative","Art","","","","","","","paper~composite~synthetic","63.2 cm","55.5 cm","","","","","http://source.techno-science.ca/artifacts-artefacts/images/1966.0143.001.aa.cs.png","http://source.techno-science.ca/artifacts-artefacts/images/1966.0143.001.aa.cs.thumb.png"
"1966.0143.002","Print","PAPER/ INKS/ PLASTICIZED COATING","","","Unknown","Unknown","","","","","","","2","","","","","Astronomy","Commemorative","Art","","","","","","","paper~composite~synthetic","63.5 cm","55.2 cm","","","","","http://source.techno-science.ca/artifacts-artefacts/images/1966.0143.002.aa.cs.png","http://source.techno-science.ca/artifacts-artefacts/images/1966.0143.002.aa.cs.thumb.png"
"1966.0144.001","Stamper","ALUMINUM & BRASS","","","Unknown","Unknown","","","","","","","1","","","FOR STAMPING APPROVED MEAT AFTER THE POST-MORTEM INSPECTION","","Industrial Technology","Industrial equipment","Food processing","","","","","","","metal->aluminum~metal->brass","10.5 cm","5.2 cm","","","","","http://source.techno-science.ca/artifacts-artefacts/images/1966.0144.001.aa.cs.png","http://source.techno-science.ca/artifacts-artefacts/images/1966.0144.001.aa.cs.thumb.png"
"1966.0150.001","Photograph","Paper, cardboard, pressboard and metal","CURTISS FLYING SCHOOL","","Unknown","Canada","Ontario","Toronto","1916","","","","2","Photo is glued to a white cardboard support which is held on a piece of black pressboard with 4 metal clamps screwed into the back","","","","Aviation","Archives","Corporate","","","","","","","paper->cardboard~paper->card stock~metal","93.5 cm","35.7 cm","","","","","",""
"1966.0150.002","Photograph","","","","Unknown","Canada","Ontario","Toronto","1916","","","","2","","","","","Aviation","Archives","Corporate","","","","","","","","","","","","","","",""
"1966.0151.001","Ski, airplane","OAK, BRASS AND ALUMINUM","","","ELLIOT BROS.","Canada","Ontario","Sioux lookout","","","","","1","3 DIFFERENT TYPES OF SKIS MOUNTED FOR DISPLAY","","","","Aviation","Aircraft parts","","","","","","","","wood->oak~metal->brass~metal->aluminum","213.7 cm","127.2 cm","149.0 cm","","","","http://source.techno-science.ca/artifacts-artefacts/images/1966.0151.001.aa.cs.png","http://source.techno-science.ca/artifacts-artefacts/images/1966.0151.001.aa.cs.thumb.png"
"1966.0152.001","Ski-float combination","METAL AND PLEXIGLASS","","","Unknown","Unknown","","","","","","","1","TOP HALF OF FLOAT IS PAINTED GREY WHILE THE BOTTOM HALF IS PAINTED WHITE/ THE FLOAT IS MOUNTED ON TWO BLACK BASES, ONE AT EITHER END","","USED FOR LANDING ON SNOW, ICE OR WATER","","Aviation","Aircraft parts","","","","","","","","metal->~synthetic->plexiglass","500.0 cm","54.0 cm","70.0 cm","","","","http://source.techno-science.ca/artifacts-artefacts/images/1966.0152.001.aa.cs.png","http://source.techno-science.ca/artifacts-artefacts/images/1966.0152.001.aa.cs.thumb.png"
"1966.0153.001","Decal","PAPER BACKING/ PLASTIC DECAL","INDIAN MOTORCYCLE","","INDIAN MOTORCYCLE CO.","United States of America","Massachusetts","Springfield","","","","","1","WHITE BACKING/ WHITE, RED, ORANGE, YELLOW AND BLACK DECAL","","MOTORCYCLE ORNAMENTATION","","Motorized Ground Transportation","Miscellaneous","","","","","","","","paper->~synthetic->plastic","17.8 cm","22.0 cm","","","","","http://source.techno-science.ca/artifacts-artefacts/images/1966.0153.001.aa.cs.png","http://source.techno-science.ca/artifacts-artefacts/images/1966.0153.001.aa.cs.thumb.png"
"1966.0154.001","Photograph","Paper mounted on cardboard","","","Unknown","Unknown","","","","","","","1","Buff cardboard","","","","Photography","Still images","Photographs","","","","","","","paper->cardboard","12.4 cm","8.8 cm","","","","","http://source.techno-science.ca/artifacts-artefacts/images/1966.0154.001.aa.cs.png","http://source.techno-science.ca/artifacts-artefacts/images/1966.0154.001.aa.cs.thumb.png"
"1966.0155.001","Photograph","Paper on cardboard mount","","","Unknown","Unknown","","","","","","","1","Black cardboard","","","","Photography","Still images","Photographs","","","","","","","paper->cardboard","12.5 cm","9.2 cm","","","","","http://source.techno-science.ca/artifacts-artefacts/images/1966.0155.001.aa.cs.png","http://source.techno-science.ca/artifacts-artefacts/images/1966.0155.001.aa.cs.thumb.png"
"1966.0156.001","Photograph","Metal buttons/celluloid? mounted paper photograph/woven fabric ribbon/cardboard box with fabric lining","","","Caron Frères Inc.","Canada","Québec","Montréal","1902","","circa","","2","Plated buttons/orange ribbon/box with beige lining and brown paper exterior","Caron Freres were mfr's of jewellry, buttons, badges, metals, pins, society emblems, enamelled souvenirs etc. ea 1902 - 1922","Black and white photo mounted on button with pin clasp~ used as button or jewellry","Ordinary photo prints are mounted on celluloid, cut out with punch or die, and stamped into button with metal disc (1)","Photography","Still images","Photographs","","","","","","","metal->~synthetic->celluloid - possible~paper->cardboard~fibre","7.2 cm","5.8 cm","2.0 cm","","","","http://source.techno-science.ca/artifacts-artefacts/images/1966.0156.001.aa.cs.png","http://source.techno-science.ca/artifacts-artefacts/images/1966.0156.001.aa.cs.thumb.png"
"1966.0156.002","Photograph","Metal buttons/celluloid? mounted paper photograph/woven fabric ribbon/cardboard box with fabric lining","","","Caron Frères Inc.","Canada","Québec","Montréal","1902","","circa","","2","Plated buttons/orange ribbon/box with beige lining and brown paper exterior","Caron Freres were mfr's of jewellry, buttons, badges, metals, pins, society emblems, enamelled souvenirs etc. ea 1902 - 1922","Black and white photo mounted on button with pin clasp~ used as button or jewellry","Ordinary photo prints are mounted on celluloid, cut out with punch or die, and stamped into button with metal disc (1)","Photography","Still images","Photographs","","","","","","","metal->~synthetic->celluloid - possible~paper->cardboard~fibre","7.2 cm","5.8 cm","2.0 cm","","","","",""
"1966.0157.001","Archival collection","Paper/cardboard","DOMINION ATLANTIC RAILWAY","","Unknown","Unknown","","","1897","1934","between","","8","","THE DOMINION ATLANTIC RAILWAY CO. WAS AN IMPORTANT MARITIME RAILWAY CO. FROM 1893 UNTIL 1935 WHEN IT WAS TAKEN OVER BY THE CPR","USED TO INFORM READER CONCERNING EVENTS IN DAR'S HISTORY ETC.","","Railway Transportation","Archives","Miscellaneous","","","","","","","paper->cardboard","","","","","","","http://source.techno-science.ca/artifacts-artefacts/images/1966.0157.001.aa.cs.png","http://source.techno-science.ca/artifacts-artefacts/images/1966.0157.001.aa.cs.thumb.png"
"1966.0157.002","","","","","","","","","","","","","8","","","","","","","","","","","","","","","","","","","","","http://source.techno-science.ca/artifacts-artefacts/images/1966.0157.002.aa.cs.png","http://source.techno-science.ca/artifacts-artefacts/images/1966.0157.002.aa.cs.thumb.png"
"1966.0157.003","","","","","","","","","","","","","8","","","","","","","","","","","","","","","","","","","","","",""
"1966.0157.004","","","","","","","","","","","","","8","","","","","","","","","","","","","","","","","","","","","http://source.techno-science.ca/artifacts-artefacts/images/1966.0157.004.aa.cs.png","http://source.techno-science.ca/artifacts-artefacts/images/1966.0157.004.aa.cs.thumb.png"
"1966.0157.005","","","","","","","","","","","","","8","","","","","","","","","","","","","","","","","","","","","",""
"1966.0157.006","","","","","","","","","","","","","8","","","","","","","","","","","","","","","","","","","","","http://source.techno-science.ca/artifacts-artefacts/images/1966.0157.006.aa.cs.png","http://source.techno-science.ca/artifacts-artefacts/images/1966.0157.006.aa.cs.thumb.png"
"1966.0157.007","","","","","","","","","","","","","8","","","","","","","","","","","","","","","","","","","","","http://source.techno-science.ca/artifacts-artefacts/images/1966.0157.007.aa.cs.png","http://source.techno-science.ca/artifacts-artefacts/images/1966.0157.007.aa.cs.thumb.png"
"1966.0157.008","","","","","","","","","","","","","8","","","","","","","","","","","","","","","","","","","","","http://source.techno-science.ca/artifacts-artefacts/images/1966.0157.008.aa.cs.png","http://source.techno-science.ca/artifacts-artefacts/images/1966.0157.008.aa.cs.thumb.png"
"1966.0159.001","Tester, hardness","METAL/ WOOD PART","ROCKWELL DIRECT READING HARDNESS TESTER","306SA","WILSON-MAEULEN CO.","United States of America","New york","New york","1930","","circa","","1","PAINTED BLACK/ METALLIC PARTS","","","THE ROCKWELL SCALES "A", "B", AND "C" ARE U.S. DEVELOPED STANDARDS FOR MEASURING THE HARDNESS OF MATERIALS","Industrial Technology","Industrial equipment","Test equipment","","","","","","","metal~wood","50.0 cm","22.0 cm","40.7 cm","","","","http://source.techno-science.ca/artifacts-artefacts/images/1966.0159.001.aa.cs.png","http://source.techno-science.ca/artifacts-artefacts/images/1966.0159.001.aa.cs.thumb.png"
"1966.0160.001","Gauge, steam","BRASS CASING/ GLASS","LANSDOWNE/N/ BOURDON'S","4063","MITCHELL, ROBERT & CO.","Canada","Québec","Montréal","1900","","circa","","1","POLISHED BRASS CASE/ SILVERED DIAL / BLACK INDICATOR NEEDLE","ASSOCIATED WITH FAMOUS VESSEL, LANSDOWNE, THE ONLY SIDE WHEEL CAR FERRY ON THE GREAT LAKES","","","Marine Transportation","Vessel parts","","","","","","","","metal->brass~glass","26.4 cm","26.0 cm","7.7 cm","","","","http://source.techno-science.ca/artifacts-artefacts/images/1966.0160.001.aa.cs.png","http://source.techno-science.ca/artifacts-artefacts/images/1966.0160.001.aa.cs.thumb.png"
"1966.0161.001","Gauge, steam","BRASS CASING/ GLASS","LANSDOWNE/N/ BOURDON'S","4059","MITCHELL, ROBERT & CO.","Canada","Québec","Montréal","","","","","1","POLISHED BRASS CASE/ SILVERED DIAL/ BLACK INDICATOR NEEDLE","ASSOCIATED WITH FAMOUS VESSEL, LANSDOWNE, THE ONLY SIDE WHEEL CAR FERRY ON GREAT LAKES","","","Marine Transportation","Vessel parts","","","","","","","","metal->brass~glass","36.5 cm","25.9 cm","7.6 cm","","","","http://source.techno-science.ca/artifacts-artefacts/images/1966.0161.001.aa.cs.png","http://source.techno-science.ca/artifacts-artefacts/images/1966.0161.001.aa.cs.thumb.png"
"1966.0162.001","Compass, bearing","METAL CASING, FACE AND PARTS/ GLASS","A.2030 B","357","B.M. Co.","","","","1956","","","","2","BLACK ENAMEL PAINTED AND BRASS COLOURED METAL","","","","Marine Transportation","Navigation instruments & equipment","","","","","","","","metal~glass","38.0 cm","37.0 cm","34.5 cm","","","","http://source.techno-science.ca/artifacts-artefacts/images/1966.0162.001.aa.cs.png","http://source.techno-science.ca/artifacts-artefacts/images/1966.0162.001.aa.cs.thumb.png"
"1966.0162.002","Compass, bearing","","","333","","","","","","","","","2","","","","","Marine Transportation","Navigation instruments & equipment","","","","","","","","","","","","","","","http://source.techno-science.ca/artifacts-artefacts/images/1966.0162.002.aa.cs.png","http://source.techno-science.ca/artifacts-artefacts/images/1966.0162.002.aa.cs.thumb.png"
"1966.0163.001","Compass, bearing","METAL CASING, FACE AND PARTS/ GLASS","A2030","540","NEON PRODUCTS OF WESTERN CANADA LTD.","Canada","","","1944","","","","1","GREY ENAMEL PAINTED AND BRASS COLOURED METAL/ BLACK COMPASS FACE","UNKNOWN - NO SHIP GRANBY IN LLOYD'S REGISTER IN NMST LIBRARY","","","Marine Transportation","Navigation instruments & equipment","","","","","","","","metal~glass","37.0 cm","34.0 cm","37.0 cm","","","","http://source.techno-science.ca/artifacts-artefacts/images/1966.0163.001.aa.cs.png","http://source.techno-science.ca/artifacts-artefacts/images/1966.0163.001.aa.cs.thumb.png"
"1966.0164.001","Propeller","Manganese bronze","","","Unknown","Unknown","","","","","","","1","Brass coloured","","","","Marine Transportation","Vessel parts","","","","","","","","metal->bronze","67.0 cm","63.0 cm","14.0 cm","","","","http://source.techno-science.ca/artifacts-artefacts/images/1966.0164.001.aa.cs.png","http://source.techno-science.ca/artifacts-artefacts/images/1966.0164.001.aa.cs.thumb.png"
"1966.0165.001","Propeller","Manganese bronze","","","FOREMAN","Canada","Ontario","Toronto","1930","","circa","","1","Brass coloured propeller/metallic shaft/grey enamel paint","","","","Marine Transportation","Vessel parts","","","","","","","","metal->bronze","57.0 cm","27.2 cm","12.7 cm","","","","http://source.techno-science.ca/artifacts-artefacts/images/1966.0165.001.aa.cs.png","http://source.techno-science.ca/artifacts-artefacts/images/1966.0165.001.aa.cs.thumb.png"
"1966.0166.001","Porthole cover","Bronze casting/synthetic (plexiglass?) window/rubber gasket","","","Unknown","Unknown","","","","","","","3","Bronze","","","","Marine Transportation","Vessel parts","","","","","","","","metal->bronze~synthetic->plexiglass~resin->rubber","","","","","","","http://source.techno-science.ca/artifacts-artefacts/images/1966.0166.001.aa.cs.png","http://source.techno-science.ca/artifacts-artefacts/images/1966.0166.001.aa.cs.thumb.png"
"1966.0166.002","Porthole cover","","","","Unknown","Unknown","","","","","","","3","","","","","Marine Transportation","Vessel parts","","","","","","","","","","","","","","","",""
"1966.0166.003","Porthole cover","","","","Unknown","Unknown","","","","","","","3","","","","","Marine Transportation","Vessel parts","","","","","","","","","","","","","","","",""
"1966.0167.001","Bottle","Glass.","","","Bickle, R.S.","Canada","Manitoba","Winnipeg","","","","","2","Colourless & transparent.","","","","Fire Fighting","Miscellaneous","","","","","","","","glass","","11.5 cm","27.5 cm","","","","http://source.techno-science.ca/artifacts-artefacts/images/1966.0167.001.aa.cs.png","http://source.techno-science.ca/artifacts-artefacts/images/1966.0167.001.aa.cs.thumb.png"
"1966.0167.002","Bottle","Glass.","","","Bickle, R.S.","Canada","Manitoba","Winnipeg","","","","","2","Colourless & transparent.","","","","Fire Fighting","Miscellaneous","","","","","","","","glass","","11.5 cm","27.3 cm","","","","",""
"1966.0168.001","Roller, sheet metal","WOOD/ STEEL & IRON.","","","Unknown","Unknown","","","1860","","after","","1","PAINTED ORANGE - NOT ORIGINAL.","","","ROLLERS WITH THEIR WOODEN CAPSTANS ARE TYPICAL OF MID 19TH CENTURY METAL FORMING MACHINES.","Industrial Technology","Tools-Machine","","","","","","","","wood->~metal->steel~metal->iron","206.0 cm","199.5 cm","180.0 cm","","","","http://source.techno-science.ca/artifacts-artefacts/images/1966.0168.001.aa.cs.png","http://source.techno-science.ca/artifacts-artefacts/images/1966.0168.001.aa.cs.thumb.png"
"1966.0169.001","Stoker model, automatic","STEEL","","","LOCOMOTIVE STOKER CO.","United States of America","Pennsylvania","East pittsburgh","","","","","1","PAINTED BLACK ENAMEL WITH RED & BLUE PARTS.","","MODEL OF MECHINICAL LOCOMOTIVE STOKER, USED AS CLASSROOM DEMONSTRATOR AT GRAND TRUNK WESTERN APPRENTICE TRAINING SCHOOL.","EXAMPLE OF DUPLEX TYPE OF STOKER, WHICH WAS LATER SUPERSEDED BY THE HT MODEL.","Railway Transportation","Models","","","","","","","","metal->steel","201.0 cm","94.0 cm","162.0 cm","","","","http://source.techno-science.ca/artifacts-artefacts/images/1966.0169.001.aa.cs.png","http://source.techno-science.ca/artifacts-artefacts/images/1966.0169.001.aa.cs.thumb.png"
"1966.0170.001","Valve gear model","WOOD BASE/ METAL","","","GRAND TRUNK WESTERN RWY","United States of America","","","1930","","circa","","1","BASE PAINTED BLACK/ BLACK & GREY PAINTED VALVE GEAR WITH YELLOW PARTS","THIS GEAR WAS WIDLEY USED ON CN & GTW LOCOMOTIVES.","USED TO DEMONSTRATE VALVE EVENTS - VALVE GEARS ARE THE MECHANISM THAT TRANSMIT MOTION TO THE VALVES, WHICH ADMIT STEAM TO & EXHAUST IT FOM THE CYLINDERS.(1)","GEAR INVENTED BY ABNER BAKER CA. 1903, HAVING FEWER MOVING PARTS THAN OTHER TYPES OF GEAR.","Railway Transportation","Models","","","","","","","","wood~metal","149.5 cm","25.2 cm","64.5 cm","","","","http://source.techno-science.ca/artifacts-artefacts/images/1966.0170.001.aa.cs.png","http://source.techno-science.ca/artifacts-artefacts/images/1966.0170.001.aa.cs.thumb.png"
